plasmid	type
NZ_CP073736.1	community_1095_subcommunity_2
NZ_CP073727.1	community_1095_subcommunity_2
NZ_CP073724.1	community_1095_subcommunity_2
NZ_CP073739.1	community_1095_subcommunity_2
NZ_CP073730.1	community_1095_subcommunity_2
NZ_CP073733.1	community_1095_subcommunity_2
NZ_CP073880.1	community_1096_subcommunity_0
NZ_CP073894.1	community_1096_subcommunity_0
NZ_CP073901.1	community_1096_subcommunity_0
NZ_CP073856.1	community_1096_subcommunity_0
NZ_CP073873.1	community_1096_subcommunity_0
NZ_CP073888.1	community_1096_subcommunity_0
NZ_CP073897.1	community_1096_subcommunity_0
NZ_CP073891.1	community_1096_subcommunity_0
NZ_CP073874.1	community_1096_subcommunity_0
NZ_CP073829.1	community_1096_subcommunity_0
NZ_CP073826.1	community_1096_subcommunity_0
NZ_CP073867.1	community_1096_subcommunity_0
NZ_CP073838.1	community_1096_subcommunity_0
NZ_CP073845.1	community_1096_subcommunity_0
NZ_CP073823.1	community_1096_subcommunity_0
NZ_CP073885.1	community_1096_subcommunity_0
NZ_CP073842.1	community_1096_subcommunity_0
NZ_CP073832.1	community_1096_subcommunity_0
NZ_CP073851.1	community_1096_subcommunity_0
NZ_CP073870.1	community_1096_subcommunity_0
NZ_CP073834.1	community_1096_subcommunity_0
NZ_CP073905.1	community_1096_subcommunity_0
NZ_CP075179.1	community_1097_subcommunity_0
NZ_CP075181.1	community_1097_subcommunity_0
NZ_CP075348.1	community_1098_subcommunity_0
NZ_CP075356.1	community_1098_subcommunity_0
NZ_CP075360.1	community_1098_subcommunity_0
NZ_CP075359.1	community_1099_subcommunity_0
NZ_CP075350.1	community_1099_subcommunity_0
NZ_CP075353.1	community_1099_subcommunity_0
NZ_CP075351.1	community_1100_subcommunity_0
NZ_CP075357.1	community_1100_subcommunity_0
NZ_CP075362.1	community_1100_subcommunity_0
NZ_CP075354.1	community_1101_subcommunity_0
NZ_CP075358.1	community_1101_subcommunity_0
NZ_CP075352.1	community_1101_subcommunity_0
NZ_CP077312.1	community_1102_subcommunity_0
NZ_CP077313.1	community_1102_subcommunity_0
NZ_CP079989.1	community_1103_subcommunity_0
NZ_CP079988.1	community_1103_subcommunity_0
NZ_FO704549.1	community_1104_subcommunity_0
NZ_FO818639.1	community_1104_subcommunity_0
NZ_HG938354.1	community_1105_subcommunity_0
NZ_HG938356.1	community_1105_subcommunity_1
NZ_KX443401.1	community_1106_subcommunity_0
NZ_KX443398.1	community_1106_subcommunity_1
NZ_KX443399.1	community_1106_subcommunity_1
NZ_KX443400.1	community_1106_subcommunity_1
NZ_KP851975.1	community_1106_subcommunity_1
NZ_KF439868.1	community_1106_subcommunity_1
NZ_KM659089.1	community_1107_subcommunity_0
NZ_KJ940992.1	community_1107_subcommunity_0
NZ_KT223775.1	community_1108_subcommunity_3
NZ_KT352920.1	community_1108_subcommunity_3
NZ_KT223774.1	community_1108_subcommunity_3
NZ_KT223780.1	community_1108_subcommunity_3
NZ_KT223766.1	community_1108_subcommunity_3
NZ_KT223777.1	community_1108_subcommunity_3
NZ_KT223781.1	community_1108_subcommunity_3
NZ_KT223770.1	community_1108_subcommunity_3
NZ_KT223768.1	community_1108_subcommunity_3
NZ_KT223771.1	community_1108_subcommunity_3
NZ_KT223772.1	community_1108_subcommunity_3
NZ_KT223767.1	community_1108_subcommunity_3
NZ_KT897275.1	community_1109_subcommunity_0
NZ_KT897276.1	community_1109_subcommunity_1
NZ_KT897277.1	community_1109_subcommunity_1
NZ_KT897279.1	community_1109_subcommunity_2
NZ_KT897280.1	community_1109_subcommunity_2
NZ_KT897278.1	community_1109_subcommunity_2
NZ_MK376346.1	community_1110_subcommunity_0
NZ_KX353854.1	community_1110_subcommunity_0
NZ_KX785327.1	community_1111_subcommunity_0
NZ_KX785329.1	community_1111_subcommunity_0
NZ_KX893538.1	community_1112_subcommunity_0
NZ_MH061177.1	community_1112_subcommunity_1
NZ_KY498026.1	community_1113_subcommunity_0
NZ_MK376342.1	community_1113_subcommunity_0
NZ_KY503036.1	community_1114_subcommunity_0
NZ_MH061179.1	community_1114_subcommunity_0
NZ_LN868939.1	community_1115_subcommunity_0
NZ_LN868940.1	community_1115_subcommunity_0
NZ_LR134277.1	community_1116_subcommunity_0
NZ_LR134279.1	community_1116_subcommunity_0
NZ_LR135433.1	community_1117_subcommunity_0
NZ_LR135195.1	community_1117_subcommunity_0
NZ_LR214993.1	community_1118_subcommunity_0
NZ_LR214994.1	community_1118_subcommunity_0
NZ_LR215045.1	community_1119_subcommunity_0
NZ_LR215046.1	community_1119_subcommunity_0
NZ_LR217706.1	community_1120_subcommunity_0
NZ_LR217731.1	community_1120_subcommunity_1
NZ_LR594690.1	community_1121_subcommunity_0
NZ_LR594660.1	community_1121_subcommunity_1
NZ_LR594667.1	community_1121_subcommunity_1
NZ_LR594672.1	community_1121_subcommunity_1
NZ_LR594691.1	community_1122_subcommunity_0
NZ_LR594664.1	community_1122_subcommunity_1
NZ_LR594669.1	community_1123_subcommunity_0
NZ_LR594673.1	community_1123_subcommunity_1
NZ_LT963400.1	community_1124_subcommunity_0
NZ_LT222317.1	community_1124_subcommunity_1
NZ_LT963392.1	community_1125_subcommunity_0
NZ_LT985210.1	community_1125_subcommunity_1
NZ_MG205643.1	community_1126_subcommunity_0
NZ_MG205642.1	community_1126_subcommunity_1
NZ_MG205641.1	community_1126_subcommunity_1
NZ_MG869617.1	community_1127_subcommunity_0
NZ_MG869616.1	community_1127_subcommunity_1
NZ_MG869618.1	community_1127_subcommunity_1
NZ_MG869615.1	community_1127_subcommunity_1
NZ_MH067977.1	community_1128_subcommunity_0
NZ_MH067971.1	community_1128_subcommunity_1
NZ_MH067973.1	community_1129_subcommunity_0
NZ_MH067972.1	community_1129_subcommunity_0
NZ_MK318988.1	community_1130_subcommunity_0
NZ_MK318971.1	community_1130_subcommunity_1
NZ_MK318970.1	community_1130_subcommunity_2
NZ_MK318968.1	community_1130_subcommunity_3
NZ_MK318987.1	community_1130_subcommunity_4
NZ_MK318972.1	community_1130_subcommunity_5
NZ_MK318969.1	community_1130_subcommunity_5
NZ_MK376337.1	community_1131_subcommunity_0
NZ_MK376345.1	community_1131_subcommunity_0
NZ_MK376348.1	community_1132_subcommunity_0
NZ_MK376350.1	community_1132_subcommunity_0
NZ_MK376340.1	community_1132_subcommunity_0
NZ_MN657022.1	community_1133_subcommunity_0
NZ_MN657115.1	community_1133_subcommunity_0
NZ_MN657104.1	community_1134_subcommunity_0
NZ_MN657025.1	community_1134_subcommunity_0
NZ_MN657099.1	community_1134_subcommunity_0
NZ_MN657028.1	community_1135_subcommunity_0
NZ_MN657044.1	community_1135_subcommunity_0
NZ_MN657114.1	community_1135_subcommunity_0
NZ_MN657053.1	community_1135_subcommunity_0
NZ_MN657031.1	community_1136_subcommunity_0
NZ_MN657054.1	community_1136_subcommunity_0
NZ_MN657032.1	community_1137_subcommunity_0
NZ_MN657117.1	community_1137_subcommunity_0
NZ_MN657045.1	community_1138_subcommunity_0
NZ_MN657085.1	community_1138_subcommunity_0
NZ_MN657065.1	community_1139_subcommunity_0
NZ_MN657050.1	community_1139_subcommunity_0
NZ_MN657060.1	community_1139_subcommunity_0
NZ_MN657109.1	community_1139_subcommunity_0
NZ_MN657124.1	community_1139_subcommunity_0
NZ_MN657057.1	community_1139_subcommunity_0
NZ_MN657128.1	community_1140_subcommunity_0
NZ_MN657056.1	community_1140_subcommunity_0
NZ_MN657107.1	community_1141_subcommunity_0
NZ_MN657064.1	community_1141_subcommunity_0
NZ_MN657067.1	community_1141_subcommunity_0
NZ_MN657092.1	community_1142_subcommunity_0
NZ_MN657125.1	community_1142_subcommunity_0
NZ_MN657066.1	community_1142_subcommunity_0
NZ_MN657074.1	community_1143_subcommunity_0
NZ_MN657113.1	community_1143_subcommunity_1
NZ_MN657082.1	community_1144_subcommunity_0
NZ_MN657122.1	community_1144_subcommunity_0
NZ_MN657123.1	community_1145_subcommunity_0
NZ_MN657132.1	community_1145_subcommunity_0
NZ_MN657139.1	community_1146_subcommunity_0
NZ_MN657147.1	community_1146_subcommunity_0
NZ_CP053847.1	community_1147_subcommunity_0
NC_015916.1	community_1148_subcommunity_0
NZ_CP035703.1	community_1149_subcommunity_0
NC_015579.1	community_1150_subcommunity_0
NZ_CP025806.1	community_1151_subcommunity_0
NZ_CP013999.1	community_1152_subcommunity_0
NZ_LN614829.1	community_1153_subcommunity_0
NC_015459.1	community_1154_subcommunity_0
NZ_CP022549.1	community_1155_subcommunity_0
NZ_CP026539.1	community_1156_subcommunity_0
NZ_CP055285.1	community_1157_subcommunity_0
NZ_LR214941.1	community_1158_subcommunity_0
NC_010724.1	community_1159_subcommunity_0
NZ_CP011666.1	community_1160_subcommunity_0
NZ_CP022523.1	community_1161_subcommunity_0
NZ_CP021442.1	community_1162_subcommunity_0
NZ_CP050172.1	community_1163_subcommunity_0
NZ_AP018559.1	community_1164_subcommunity_0
NZ_CP046576.1	community_1165_subcommunity_0
NC_009468.1	community_1166_subcommunity_0
NZ_CP007621.1	community_1167_subcommunity_0
NZ_CP015171.1	community_1168_subcommunity_0
NZ_CP019642.1	community_1169_subcommunity_0
NZ_CP066177.1	community_1170_subcommunity_0
NZ_CP036008.1	community_1171_subcommunity_0
NZ_CP018222.1	community_1172_subcommunity_0
CP049222.1	community_1173_subcommunity_0
NC_008823.1	community_1174_subcommunity_0
NC_013596.1	community_1175_subcommunity_0
NZ_CP064927.1	community_1176_subcommunity_0
NZ_CP016457.1	community_1177_subcommunity_0
NZ_MN657075.1	community_1178_subcommunity_0
NZ_AP014709.1	community_1179_subcommunity_0
NZ_AB987830.1	community_1180_subcommunity_0
NZ_CP023509.1	community_1181_subcommunity_0
NZ_CP047294.1	community_1182_subcommunity_0
NC_014167.1	community_1183_subcommunity_0
NZ_MN657070.1	community_1184_subcommunity_0
NZ_CP032366.1	community_1185_subcommunity_0
NZ_CP037420.1	community_1186_subcommunity_0
NZ_CP049208.1	community_1187_subcommunity_0
NZ_CP035707.1	community_1188_subcommunity_0
AP012552.1	community_1189_subcommunity_0
NC_015918.1	community_1190_subcommunity_0
NZ_CP048245.1	community_1191_subcommunity_0
NZ_MK376338.1	community_1192_subcommunity_0
NC_020303.1	community_1193_subcommunity_0
NC_011737.1	community_1194_subcommunity_0
NZ_CP024873.1	community_1195_subcommunity_0
NC_005921.1	community_1196_subcommunity_0
NZ_CP026096.1	community_1197_subcommunity_0
NZ_CP045343.1	community_1198_subcommunity_0
CP045780.1	community_1199_subcommunity_0
NC_012523.1	community_1200_subcommunity_0
NZ_CP032273.1	community_1201_subcommunity_0
NZ_CP074397.1	community_1202_subcommunity_0
NZ_CP053911.1	community_1203_subcommunity_0
NZ_CP034347.1	community_1204_subcommunity_0
CP012893.1	community_1205_subcommunity_0
NC_010578.1	community_1206_subcommunity_0
NZ_CP080244.1	community_1207_subcommunity_0
NZ_CP008817.1	community_1208_subcommunity_0
NZ_CP018921.1	community_1209_subcommunity_0
NZ_CP023282.1	community_1210_subcommunity_0
NZ_CP050269.1	community_1211_subcommunity_0
NZ_CP020695.1	community_1212_subcommunity_0
NZ_CP024658.1	community_1213_subcommunity_0
NZ_CP040303.1	community_1214_subcommunity_0
NZ_CP011363.1	community_1215_subcommunity_0
NZ_CP063322.1	community_1216_subcommunity_0
NC_020308.1	community_1217_subcommunity_0
AP023241.1	community_1218_subcommunity_0
NZ_CP040337.1	community_1219_subcommunity_0
NC_022599.1	community_1220_subcommunity_0
NZ_CP061100.1	community_1221_subcommunity_0
NZ_AP019747.1	community_1222_subcommunity_0
NZ_CP015221.1	community_1223_subcommunity_0
NC_010849.1	community_1224_subcommunity_0
NZ_AP022463.1	community_1225_subcommunity_0
NC_001431.1	community_1226_subcommunity_0
NZ_CP041067.1	community_1227_subcommunity_0
HG796788.1	community_1228_subcommunity_0
LN997843.1	community_1229_subcommunity_0
NZ_CP061939.1	community_1230_subcommunity_0
NZ_CP077332.1	community_1231_subcommunity_0
NZ_AP017978.1	community_1232_subcommunity_0
NZ_CP016288.1	community_1233_subcommunity_0
NZ_CP030360.1	community_1234_subcommunity_0
NZ_CP013740.1	community_1235_subcommunity_0
NC_015180.1	community_1236_subcommunity_0
NZ_CP067310.1	community_1237_subcommunity_0
NC_016907.1	community_1238_subcommunity_0
NZ_CP015327.1	community_1239_subcommunity_0
NC_019387.1	community_1240_subcommunity_0
NC_013329.1	community_1241_subcommunity_0
NC_003091.1	community_1242_subcommunity_0
NZ_CP072776.1	community_1243_subcommunity_0
NZ_CP048057.1	community_1244_subcommunity_0
NC_020091.1	community_1245_subcommunity_0
NZ_CP019063.1	community_1246_subcommunity_0
NZ_CP011038.1	community_1247_subcommunity_0
NC_013930.1	community_1248_subcommunity_0
NZ_AP014706.1	community_1249_subcommunity_0
NC_019690.1	community_1250_subcommunity_0
NZ_CP061095.1	community_1251_subcommunity_0
CP045668.1	community_1252_subcommunity_0
NZ_AP023325.1	community_1253_subcommunity_0
NZ_CP069358.1	community_1254_subcommunity_0
LR962140.1	community_1255_subcommunity_0
CP075023.1	community_1256_subcommunity_0
NZ_CP053715.1	community_1257_subcommunity_0
NZ_CP056164.1	community_1258_subcommunity_0
NZ_AP022592.1	community_1259_subcommunity_0
CP013927.1	community_1260_subcommunity_0
NZ_CP048668.1	community_1261_subcommunity_0
HG796278.1	community_1262_subcommunity_0
NZ_AP019745.1	community_1263_subcommunity_0
NZ_CP010862.1	community_1264_subcommunity_0
NZ_CP070481.1	community_1265_subcommunity_0
NZ_LN713927.1	community_1266_subcommunity_0
NZ_CP014849.1	community_1267_subcommunity_0
NZ_KY486775.1	community_1268_subcommunity_0
NZ_CP035960.1	community_1269_subcommunity_0
NC_016936.1	community_1270_subcommunity_0
NZ_CP022581.1	community_1271_subcommunity_0
NZ_CP053710.1	community_1272_subcommunity_0
NZ_CP012484.1	community_1273_subcommunity_0
NZ_CP033221.1	community_1274_subcommunity_0
NZ_CP048889.1	community_1275_subcommunity_0
NZ_CP025123.1	community_1276_subcommunity_0
NC_016115.1	community_1277_subcommunity_0
NC_019362.1	community_1278_subcommunity_0
NZ_CP067425.2	community_1279_subcommunity_0
NZ_LN846932.1	community_1280_subcommunity_0
NZ_CP072751.1	community_1281_subcommunity_0
NZ_LS991422.1	community_1282_subcommunity_0
NZ_CP046133.1	community_1283_subcommunity_0
NZ_CP011276.1	community_1284_subcommunity_0
NC_015068.1	community_1285_subcommunity_0
NZ_CP050090.1	community_1286_subcommunity_0
NZ_CP043475.1	community_1287_subcommunity_0
NZ_CP019241.1	community_1288_subcommunity_0
NZ_CP045807.1	community_1289_subcommunity_0
NZ_CP025549.1	community_1290_subcommunity_0
NC_009929.1	community_1291_subcommunity_0
NC_014028.1	community_1292_subcommunity_0
NZ_CP070468.1	community_1293_subcommunity_0
NZ_AP022477.1	community_1294_subcommunity_0
NZ_MN657151.1	community_1295_subcommunity_0
NZ_CP048421.1	community_1296_subcommunity_0
CP021815.1	community_1297_subcommunity_0
NZ_CP010909.1	community_1298_subcommunity_0
NZ_CP011408.1	community_1299_subcommunity_0
NZ_CP013139.1	community_1300_subcommunity_0
NZ_CP019039.1	community_1301_subcommunity_0
NC_011723.1	community_1302_subcommunity_0
LR215030.1	community_1303_subcommunity_0
NZ_CP013108.1	community_1304_subcommunity_0
CP015514.1	community_1305_subcommunity_0
NZ_AP019859.1	community_1306_subcommunity_0
NC_006571.1	community_1307_subcommunity_0
HG796810.1	community_1308_subcommunity_0
NZ_CP072796.1	community_1309_subcommunity_0
NZ_CP033585.1	community_1310_subcommunity_0
NZ_CP053221.1	community_1311_subcommunity_0
NZ_CP049909.1	community_1312_subcommunity_0
NZ_CP006993.1	community_1313_subcommunity_0
NZ_CP036035.1	community_1314_subcommunity_0
NZ_CP007143.1	community_1315_subcommunity_0
NZ_CP060090.1	community_1316_subcommunity_0
NZ_CP079982.1	community_1317_subcommunity_0
NZ_CP039267.1	community_1318_subcommunity_0
NZ_CP012698.1	community_1319_subcommunity_0
NZ_KM659091.1	community_1320_subcommunity_0
HG796773.1	community_1321_subcommunity_0
NZ_HG813245.1	community_1322_subcommunity_0
NZ_CP045406.1	community_1323_subcommunity_0
NZ_CP012106.1	community_1324_subcommunity_0
NZ_CP018062.1	community_1325_subcommunity_0
NZ_CP019242.1	community_1326_subcommunity_0
CP049035.1	community_1327_subcommunity_0
NZ_CP072143.1	community_1328_subcommunity_0
NZ_CP071045.1	community_1329_subcommunity_0
NZ_CP061178.1	community_1330_subcommunity_0
NC_013518.1	community_1331_subcommunity_0
NZ_CP058957.1	community_1332_subcommunity_0
NZ_CP050151.1	community_1333_subcommunity_0
NZ_CP029793.1	community_1334_subcommunity_0
NZ_CP063918.1	community_1335_subcommunity_0
NZ_CP068596.1	community_1336_subcommunity_0
NC_015876.1	community_1337_subcommunity_0
LR962625.1	community_1338_subcommunity_0
NZ_CP015332.1	community_1339_subcommunity_0
NC_019741.1	community_1340_subcommunity_0
NZ_CP019707.1	community_1341_subcommunity_0
NZ_CP040346.1	community_1342_subcommunity_0
NZ_CP010448.1	community_1343_subcommunity_0
NC_015065.1	community_1344_subcommunity_0
NZ_CP026317.1	community_1345_subcommunity_0
CP021816.1	community_1346_subcommunity_0
NZ_CP070597.1	community_1347_subcommunity_0
AP024191.1	community_1348_subcommunity_0
CP012855.1	community_1349_subcommunity_0
NZ_CP043640.1	community_1350_subcommunity_0
NZ_CP014769.1	community_1351_subcommunity_0
NZ_CP072768.1	community_1352_subcommunity_0
NC_004930.1	community_1353_subcommunity_0
NC_019732.1	community_1354_subcommunity_0
NC_013213.1	community_1355_subcommunity_0
NZ_CP061037.1	community_1356_subcommunity_0
NZ_CP070251.1	community_1357_subcommunity_0
NC_010373.1	community_1358_subcommunity_0
AP024821.1	community_1359_subcommunity_0
NC_016022.1	community_1360_subcommunity_0
NZ_CP061617.1	community_1361_subcommunity_0
NZ_CP080292.1	community_1362_subcommunity_0
NZ_CP008877.1	community_1363_subcommunity_0
NZ_CP063920.1	community_1364_subcommunity_0
NC_006509.1	community_1365_subcommunity_0
NC_006970.2	community_1366_subcommunity_0
AP024820.1	community_1367_subcommunity_0
NZ_AP019756.1	community_1368_subcommunity_0
NZ_CP024288.1	community_1369_subcommunity_0
NZ_CP047291.1	community_1370_subcommunity_0
NZ_LR214975.1	community_1371_subcommunity_0
CP009219.1	community_1372_subcommunity_0
NZ_CP007146.1	community_1373_subcommunity_0
NC_014553.1	community_1374_subcommunity_0
NZ_CP016451.1	community_1375_subcommunity_0
NZ_LR215011.1	community_1376_subcommunity_0
NC_014026.1	community_1377_subcommunity_0
NC_014389.1	community_1378_subcommunity_0
NZ_CP065157.1	community_1379_subcommunity_0
NZ_KM659092.1	community_1380_subcommunity_0
NZ_CP039644.1	community_1381_subcommunity_0
NZ_CP053846.1	community_1382_subcommunity_0
NZ_CP028891.1	community_1383_subcommunity_0
NC_015592.1	community_1384_subcommunity_0
NZ_CP034292.1	community_1385_subcommunity_0
NZ_CP040295.1	community_1386_subcommunity_0
NZ_CP040302.1	community_1387_subcommunity_0
NZ_CP009803.1	community_1388_subcommunity_0
NZ_CP014325.1	community_1389_subcommunity_0
NC_007616.1	community_1390_subcommunity_0
NZ_CP049751.1	community_1391_subcommunity_0
NZ_CP039425.1	community_1392_subcommunity_0
NZ_MK962687.1	community_1393_subcommunity_0
NZ_KX426231.1	community_1394_subcommunity_0
NZ_CP030370.1	community_1395_subcommunity_0
NC_015162.1	community_1396_subcommunity_0
NZ_CP063850.1	community_1397_subcommunity_0
NZ_CP032326.1	community_1398_subcommunity_0
MW265925.1	community_1399_subcommunity_0
NZ_CP053834.1	community_1400_subcommunity_0
NZ_CP040785.1	community_1401_subcommunity_0
NZ_AP014641.1	community_1402_subcommunity_0
NZ_CP029177.1	community_1403_subcommunity_0
NZ_CP010139.1	community_1404_subcommunity_0
NC_011888.1	community_1405_subcommunity_0
NZ_BK010450.1	community_1406_subcommunity_0
NZ_CP046710.1	community_1407_subcommunity_0
NC_010333.1	community_1408_subcommunity_0
NZ_CP010420.1	community_1409_subcommunity_0
NZ_CP069610.1	community_1410_subcommunity_0
NZ_CP068066.1	community_1411_subcommunity_0
NZ_CP006994.1	community_1412_subcommunity_0
NZ_CP025584.1	community_1413_subcommunity_0
NZ_CP044435.1	community_1414_subcommunity_0
